,i1_legid,i1_hops,i1_dep_1_place,i1_rcf_1_place,i1_rcf_1_p,i1_rcf_1_e,i1_dep_2_place,i1_rcf_2_place,i1_rcf_2_p,i1_rcf_2_e,i1_dep_3_place,i1_rcf_3_place,i1_rcf_3_p,i1_rcf_3_e,origin,desti,order_date,planned_date,deliver_date,lead_time,value,cargo_price_unit,weight,risk_1,risk_2,risk_3,risk_all,distance,cargo_price
1518,10476,1,FRA,VIE,295,209,?,?,0,0,?,?,0,0,FRA,VIE,2019-01-02 11:13:41,2019-01-02 16:08:41,2019-01-02 14:42:41,209,39503,0.38,2.51,3.0,0.0,0.0,3.0,386.0,368.17
1519,14104,1,DOH,AMS,910,900,?,?,0,0,?,?,0,0,DOH,AMS,2019-01-17 03:32:12,2019-01-17 18:42:12,2019-01-17 18:32:12,900,64427,0.67,3.41,4.0,0.0,0.0,4.0,3057.0,6984.33
1520,11752,1,FRA,PVG,1210,925,?,?,0,0,?,?,0,0,FRA,PVG,2019-02-03 07:30:31,2019-02-04 03:40:31,2019-02-03 22:55:31,925,39779,0.37,3.96,3.0,0.0,0.0,3.0,5501.0,8060.07
1521,1394,1,FRA,PVG,1210,976,?,?,0,0,?,?,0,0,FRA,PVG,2019-02-25 04:17:14,2019-02-26 00:27:14,2019-02-25 20:33:14,976,24549,0.56,2.63,3.0,0.0,0.0,3.0,5501.0,8101.87
1522,2639,1,ZRH,FCO,660,379,?,?,0,0,?,?,0,0,ZRH,FCO,2019-01-18 00:47:15,2019-01-18 11:47:15,2019-01-18 07:06:15,379,54022,0.42,1.3,3.0,0.0,0.0,3.0,431.0,235.33
1523,1766,1,LHR,PVG,1040,854,?,?,0,0,?,?,0,0,LHR,PVG,2019-02-10 20:04:33,2019-02-11 13:24:33,2019-02-11 10:18:33,854,28995,0.4,2.23,2.0,0.0,0.0,2.0,5738.0,5118.3
1524,11644,1,LHR,FCO,115,194,?,?,0,0,?,?,0,0,LHR,FCO,2019-02-20 11:19:02,2019-02-20 13:14:02,2019-02-20 14:33:02,194,5543,0.33,4.13,2.5,0.0,0.0,2.5,897.0,1222.52
1525,6280,1,CDG,PVG,1240,906,?,?,0,0,?,?,0,0,CDG,PVG,2019-02-06 14:37:40,2019-02-07 11:17:40,2019-02-07 05:43:40,906,28665,0.67,0.32,3.0,0.0,0.0,3.0,5754.0,1233.66
1526,7817,1,CDG,PVG,1240,875,?,?,0,0,?,?,0,0,CDG,PVG,2019-02-21 04:32:38,2019-02-22 01:12:38,2019-02-21 19:07:38,875,1215,0.43,1.48,3.0,0.0,0.0,3.0,5754.0,3661.85
1527,10180,1,FCO,PVG,1200,917,?,?,0,0,?,?,0,0,FCO,PVG,2019-03-30 02:34:24,2019-03-30 22:34:24,2019-03-30 17:51:24,917,28718,0.49,4.3,2.5,0.0,0.0,2.5,5693.0,11995.15
1528,13515,1,VIE,PVG,1385,1063,?,?,0,0,?,?,0,0,VIE,PVG,2019-02-23 17:22:48,2019-02-24 16:27:48,2019-02-24 11:05:48,1063,30283,0.47,0.47,2.0,0.0,0.0,2.0,5276.0,1165.47
1529,4606,1,FRA,CDG,285,170,?,?,0,0,?,?,0,0,FRA,CDG,2019-02-13 09:49:11,2019-02-13 14:34:11,2019-02-13 12:39:11,170,81003,0.59,4.0,4.0,0.0,0.0,4.0,278.0,656.08
1530,2847,1,ORD,AMS,720,702,?,?,0,0,?,?,0,0,ORD,AMS,2019-02-26 23:57:42,2019-02-27 11:57:42,2019-02-27 11:39:42,702,24417,0.55,0.42,7.0,0.0,0.0,7.0,4106.0,948.49
1531,11801,1,CDG,FCO,140,142,?,?,0,0,?,?,0,0,CDG,FCO,2019-03-11 09:45:48,2019-03-11 12:05:48,2019-03-11 12:07:48,142,48007,0.46,4.17,3.5,0.0,0.0,3.5,684.0,1312.05
1532,11272,1,LHR,PVG,1035,922,?,?,0,0,?,?,0,0,LHR,PVG,2019-01-11 13:40:04,2019-01-12 06:55:04,2019-01-12 05:02:04,922,14724,0.37,0.01,2.0,0.0,0.0,2.0,5738.0,21.23
1533,554,1,HKG,IST,740,606,?,?,0,0,?,?,0,0,HKG,IST,2019-03-06 00:28:27,2019-03-06 12:48:27,2019-03-06 10:34:27,606,12013,0.33,2.37,2.5,0.0,0.0,2.5,4973.0,3889.38
1534,725,1,DXB,SYD,1045,836,?,?,0,0,?,?,0,0,DXB,SYD,2019-01-08 05:03:06,2019-01-08 22:28:06,2019-01-08 18:59:06,836,47818,0.64,0.32,2.5,0.0,0.0,2.5,7479.0,1531.7
1535,5880,1,DOH,PVG,905,531,?,?,0,0,?,?,0,0,DOH,PVG,2019-01-25 16:01:15,2019-01-26 07:06:15,2019-01-26 00:52:15,531,48594,0.62,2.84,2.0,0.0,0.0,2.0,4220.0,7430.58
1536,378,1,AMS,PVG,1215,881,?,?,0,0,?,?,0,0,AMS,PVG,2019-01-02 18:13:44,2019-01-03 14:28:44,2019-01-03 08:54:44,881,3234,0.44,4.82,4.0,0.0,0.0,4.0,5533.0,11734.39
1537,8227,1,DEL,PVG,855,478,?,?,0,0,?,?,0,0,DEL,PVG,2019-03-07 10:39:09,2019-03-08 00:54:09,2019-03-07 18:37:09,478,77051,0.51,2.49,2.5,0.0,0.0,2.5,2665.0,3384.28
1538,4679,1,FRA,CDG,280,143,?,?,0,0,?,?,0,0,FRA,CDG,2019-02-12 23:15:47,2019-02-13 03:55:47,2019-02-13 01:38:47,143,83920,0.35,3.58,4.0,0.0,0.0,4.0,278.0,348.33
1539,12502,1,DXB,AMS,930,905,?,?,0,0,?,?,0,0,DXB,AMS,2019-03-19 09:29:31,2019-03-20 00:59:31,2019-03-20 00:34:31,905,65977,0.52,3.86,4.0,0.0,0.0,4.0,3209.0,6441.1
1540,13912,1,MUC,PVG,1400,1045,?,?,0,0,?,?,0,0,MUC,PVG,2019-01-19 18:31:10,2019-01-20 17:51:10,2019-01-20 11:56:10,1045,67146,0.71,1.7,2.0,0.0,0.0,2.0,5451.0,6579.36
1541,1731,1,FRA,TLV,830,1018,?,?,0,0,?,?,0,0,FRA,TLV,2019-02-08 20:32:56,2019-02-09 10:22:56,2019-02-09 13:30:56,1018,35409,0.37,2.22,3.5,0.0,0.0,3.5,1834.0,1506.45
1542,7275,1,ARN,AMS,650,574,?,?,0,0,?,?,0,0,ARN,AMS,2019-01-29 17:43:54,2019-01-30 04:33:54,2019-01-30 03:17:54,574,26983,0.65,0.2,4.5,0.0,0.0,4.5,715.0,92.95
1543,12804,1,LHR,PVG,1635,1417,?,?,0,0,?,?,0,0,LHR,PVG,2019-03-29 02:00:26,2019-03-30 05:15:26,2019-03-30 01:37:26,1417,29096,0.65,3.31,2.0,0.0,0.0,2.0,5738.0,12345.31
1544,12536,1,DXB,AMS,930,917,?,?,0,0,?,?,0,0,DXB,AMS,2019-03-17 19:05:55,2019-03-18 10:35:55,2019-03-18 10:22:55,917,17559,0.68,4.44,4.0,0.0,0.0,4.0,3209.0,9688.61
1545,4289,1,FRA,CDG,280,158,?,?,0,0,?,?,0,0,FRA,CDG,2019-01-14 09:44:16,2019-01-14 14:24:16,2019-01-14 12:22:16,158,21734,0.65,4.03,4.0,0.0,0.0,4.0,278.0,728.22
1546,4716,1,FRA,CDG,295,217,?,?,0,0,?,?,0,0,FRA,CDG,2019-01-02 23:39:05,2019-01-03 04:34:05,2019-01-03 03:16:05,217,71645,0.72,3.18,4.0,0.0,0.0,4.0,278.0,636.51
1547,6951,1,LHR,ORD,960,632,?,?,0,0,?,?,0,0,LHR,ORD,2019-03-13 06:41:47,2019-03-13 22:41:47,2019-03-13 17:13:47,632,66814,0.49,4.3,5.0,0.0,0.0,5.0,3939.0,8299.47
1548,2859,1,DXB,AMS,945,1030,?,?,0,0,?,?,0,0,DXB,AMS,2019-01-21 10:17:22,2019-01-22 02:02:22,2019-01-22 03:27:22,1030,94580,0.62,4.01,4.0,0.0,0.0,4.0,3209.0,7978.22
1549,1378,1,FRA,PVG,1220,1060,?,?,0,0,?,?,0,0,FRA,PVG,2019-02-23 19:44:22,2019-02-24 16:04:22,2019-02-24 13:24:22,1060,9888,0.31,1.49,3.0,0.0,0.0,3.0,5501.0,2540.91
1550,1586,1,FRA,PVG,1210,972,?,?,0,0,?,?,0,0,FRA,PVG,2019-01-13 19:42:35,2019-01-14 15:52:35,2019-01-14 11:54:35,972,88010,0.58,2.02,3.0,0.0,0.0,3.0,5501.0,6444.97
1551,9344,1,DOH,PVG,880,486,?,?,0,0,?,?,0,0,DOH,PVG,2019-03-19 02:29:14,2019-03-19 17:09:14,2019-03-19 10:35:14,486,38682,0.73,2.6,2.0,0.0,0.0,2.0,4220.0,8009.56
1552,6795,1,CDG,PVG,1240,891,?,?,0,0,?,?,0,0,CDG,PVG,2019-01-25 11:34:47,2019-01-26 08:14:47,2019-01-26 02:25:47,891,21450,0.59,1.09,3.0,0.0,0.0,3.0,5754.0,3700.4
1553,9754,1,FRA,CDG,285,249,?,?,0,0,?,?,0,0,FRA,CDG,2019-01-09 12:15:10,2019-01-09 17:00:10,2019-01-09 16:24:10,249,84165,0.39,4.39,4.0,0.0,0.0,4.0,278.0,475.96
1554,3940,1,FRA,CDG,285,209,?,?,0,0,?,?,0,0,FRA,CDG,2019-01-19 20:30:05,2019-01-20 01:15:05,2019-01-19 23:59:05,209,8277,0.5,0.88,4.0,0.0,0.0,4.0,278.0,122.32
1555,3671,1,FRA,CDG,285,270,?,?,0,0,?,?,0,0,FRA,CDG,2019-02-02 23:34:54,2019-02-03 04:19:54,2019-02-03 04:04:54,270,81530,0.55,1.16,4.0,0.0,0.0,4.0,278.0,177.36
1556,8104,2,ORD,LHR,915,691,LHR,AMS,810,708,?,?,0,0,ORD,AMS,2019-02-13 09:09:47,2019-02-14 13:54:47,2019-02-14 08:28:47,1399,69062,0.56,1.82,5.0,4.0,0.0,9.0,4106.0,4184.84
1557,8825,1,FRA,PVG,1220,974,?,?,0,0,?,?,0,0,FRA,PVG,2019-03-11 09:59:28,2019-03-12 06:19:28,2019-03-12 02:13:28,974,85949,0.65,2.36,3.0,0.0,0.0,3.0,5501.0,8438.53
1558,6603,1,LHR,ARN,830,143,?,?,0,0,?,?,0,0,LHR,ARN,2019-02-06 20:26:46,2019-02-07 10:16:46,2019-02-06 22:49:46,143,87802,0.6,3.54,2.5,0.0,0.0,2.5,908.0,1928.59
1559,5327,1,LHR,PVG,765,770,?,?,0,0,?,?,0,0,LHR,PVG,2019-03-07 05:02:14,2019-03-07 17:47:14,2019-03-07 17:52:14,770,17827,0.54,2.69,2.0,0.0,0.0,2.0,5738.0,8335.02
1560,14520,1,CDG,PVG,1250,958,?,?,0,0,?,?,0,0,CDG,PVG,2019-01-27 15:04:43,2019-01-28 11:54:43,2019-01-28 07:02:43,958,69683,0.68,2.11,3.0,0.0,0.0,3.0,5754.0,8255.84
1561,8105,1,MAD,PVG,1240,1067,?,?,0,0,?,?,0,0,MAD,PVG,2019-03-19 00:21:38,2019-03-19 21:01:38,2019-03-19 18:08:38,1067,91028,0.69,4.97,2.5,0.0,0.0,2.5,6376.0,21865.22
1562,12809,1,LHR,PVG,1390,1213,?,?,0,0,?,?,0,0,LHR,PVG,2019-01-07 14:55:02,2019-01-08 14:05:02,2019-01-08 11:08:02,1213,82617,0.72,2.93,2.0,0.0,0.0,2.0,5738.0,12104.88
1563,11132,1,SVO,AMS,1000,1002,?,?,0,0,?,?,0,0,SVO,AMS,2019-01-10 04:45:52,2019-01-10 21:25:52,2019-01-10 21:27:52,1002,20250,0.42,4.61,4.0,0.0,0.0,4.0,1332.0,2579.02
1564,12141,1,LHR,PVG,1230,924,?,?,0,0,?,?,0,0,LHR,PVG,2019-01-21 03:57:28,2019-01-22 00:27:28,2019-01-21 19:21:28,924,50388,0.31,1.03,2.0,0.0,0.0,2.0,5738.0,1832.14
1565,3702,1,FRA,CDG,285,271,?,?,0,0,?,?,0,0,FRA,CDG,2019-01-27 17:56:26,2019-01-27 22:41:26,2019-01-27 22:27:26,271,39482,0.32,0.45,4.0,0.0,0.0,4.0,278.0,40.03
1566,10430,1,FRA,VIE,295,231,?,?,0,0,?,?,0,0,FRA,VIE,2019-03-18 22:14:39,2019-03-19 03:09:39,2019-03-19 02:05:39,231,63204,0.57,1.51,3.0,0.0,0.0,3.0,386.0,332.23
1567,11743,1,FRA,PVG,1210,945,?,?,0,0,?,?,0,0,FRA,PVG,2019-02-21 23:38:21,2019-02-22 19:48:21,2019-02-22 15:23:21,945,6336,0.32,4.8,3.0,0.0,0.0,3.0,5501.0,8449.54
1568,9791,1,FRA,CDG,290,172,?,?,0,0,?,?,0,0,FRA,CDG,2019-02-21 01:27:25,2019-02-21 06:17:25,2019-02-21 04:19:25,172,99138,0.58,0.51,4.0,0.0,0.0,4.0,278.0,82.23
1569,12702,1,PVG,AMS,1235,1292,?,?,0,0,?,?,0,0,PVG,AMS,2019-02-04 15:09:08,2019-02-05 11:44:08,2019-02-05 12:41:08,1292,18975,0.77,0.79,4.0,0.0,0.0,4.0,5533.0,3365.72
1570,2575,1,ZRH,FCO,660,370,?,?,0,0,?,?,0,0,ZRH,FCO,2019-01-14 20:57:40,2019-01-15 07:57:40,2019-01-15 03:07:40,370,20383,0.42,1.32,3.0,0.0,0.0,3.0,431.0,238.95
1571,10871,1,FRA,AMS,245,226,?,?,0,0,?,?,0,0,FRA,AMS,2019-01-10 00:56:20,2019-01-10 05:01:20,2019-01-10 04:42:20,226,35993,0.66,4.68,5.0,0.0,0.0,5.0,227.0,701.16
1572,10503,1,FRA,VIE,295,176,?,?,0,0,?,?,0,0,FRA,VIE,2019-03-12 04:42:18,2019-03-12 09:37:18,2019-03-12 07:38:18,176,49131,0.55,3.29,3.0,0.0,0.0,3.0,386.0,698.47
1573,2732,1,CDG,PVG,1240,863,?,?,0,0,?,?,0,0,CDG,PVG,2019-01-27 15:24:52,2019-01-28 12:04:52,2019-01-28 05:47:52,863,65998,0.4,0.14,3.0,0.0,0.0,3.0,5754.0,322.22
1574,5912,1,DOH,PVG,905,502,?,?,0,0,?,?,0,0,DOH,PVG,2019-01-18 05:42:38,2019-01-18 20:47:38,2019-01-18 14:04:38,502,43274,0.53,0.8,2.0,0.0,0.0,2.0,4220.0,1789.28
1575,7872,1,MUC,PVG,1385,1189,?,?,0,0,?,?,0,0,MUC,PVG,2019-03-09 15:49:37,2019-03-10 14:54:37,2019-03-10 11:38:37,1189,76962,0.33,0.66,2.0,0.0,0.0,2.0,5451.0,1187.23
1576,10478,1,ARN,CDG,245,258,?,?,0,0,?,?,0,0,ARN,CDG,2019-03-28 04:20:24,2019-03-28 08:25:24,2019-03-28 08:38:24,258,73605,0.7,1.33,3.5,0.0,0.0,3.5,956.0,890.04
1577,13642,1,HKG,IST,735,634,?,?,0,0,?,?,0,0,HKG,IST,2019-02-15 18:08:00,2019-02-16 06:23:00,2019-02-16 04:42:00,634,55374,0.35,0.13,2.5,0.0,0.0,2.5,4973.0,226.27
1578,11742,1,FRA,PVG,1220,916,?,?,0,0,?,?,0,0,FRA,PVG,2019-01-15 08:32:44,2019-01-16 04:52:44,2019-01-15 23:48:44,916,15430,0.78,0.41,3.0,0.0,0.0,3.0,5501.0,1759.22
1579,14525,1,CDG,PVG,1250,904,?,?,0,0,?,?,0,0,CDG,PVG,2019-01-05 08:50:27,2019-01-06 05:40:27,2019-01-05 23:54:27,904,59102,0.51,4.7,3.0,0.0,0.0,3.0,5754.0,13792.34
1580,2724,1,CDG,PVG,1240,965,?,?,0,0,?,?,0,0,CDG,PVG,2019-03-12 07:10:12,2019-03-13 03:50:12,2019-03-12 23:15:12,965,81178,0.8,3.13,3.0,0.0,0.0,3.0,5754.0,14408.02
1581,2672,1,DXB,SYD,1105,1061,?,?,0,0,?,?,0,0,DXB,SYD,2019-01-29 18:00:08,2019-01-30 12:25:08,2019-01-30 11:41:08,1061,41746,0.44,4.56,2.5,0.0,0.0,2.5,7479.0,15005.87
1582,10589,1,PVG,AMS,990,1029,?,?,0,0,?,?,0,0,PVG,AMS,2019-03-06 01:59:10,2019-03-06 18:29:10,2019-03-06 19:08:10,1029,13594,0.43,1.99,4.0,0.0,0.0,4.0,5533.0,4734.59
1583,13145,1,PVG,CDG,1505,1089,?,?,0,0,?,?,0,0,PVG,CDG,2019-02-23 00:51:04,2019-02-24 01:56:04,2019-02-23 19:00:04,1089,26074,0.34,3.31,3.0,0.0,0.0,3.0,5754.0,6475.55
1584,13698,1,LHR,IST,1015,718,?,?,0,0,?,?,0,0,LHR,IST,2019-01-15 03:05:51,2019-01-15 20:00:51,2019-01-15 15:03:51,718,44399,0.36,2.48,2.5,0.0,0.0,2.5,1560.0,1392.77
1585,14460,1,PVG,AMS,1300,886,?,?,0,0,?,?,0,0,PVG,AMS,2019-02-10 08:34:25,2019-02-11 06:14:25,2019-02-10 23:20:25,886,71417,0.75,0.96,4.0,0.0,0.0,4.0,5533.0,3983.76
1586,3000,1,DXB,AMS,945,971,?,?,0,0,?,?,0,0,DXB,AMS,2019-01-30 00:16:01,2019-01-30 16:01:01,2019-01-30 16:27:01,971,29181,0.69,3.19,4.0,0.0,0.0,4.0,3209.0,7063.33
1587,10237,1,DEL,PVG,855,422,?,?,0,0,?,?,0,0,DEL,PVG,2019-02-22 11:40:15,2019-02-23 01:55:15,2019-02-22 18:42:15,422,45017,0.55,4.06,2.5,0.0,0.0,2.5,2665.0,5950.95
1588,8749,1,FRA,PVG,1220,958,?,?,0,0,?,?,0,0,FRA,PVG,2019-03-01 23:50:34,2019-03-02 20:10:34,2019-03-02 15:48:34,958,77298,0.74,2.61,3.0,0.0,0.0,3.0,5501.0,10624.63
1589,3130,2,DXB,PVG,820,436,PVG,ORD,1425,952,?,?,0,0,DXB,ORD,2019-03-17 07:50:19,2019-03-18 21:15:19,2019-03-18 06:58:19,1388,85903,0.54,3.1,2.0,5.0,0.0,7.0,7228.0,12099.67
1590,13647,1,HKG,IST,735,561,?,?,0,0,?,?,0,0,HKG,IST,2019-02-17 00:46:45,2019-02-17 13:01:45,2019-02-17 10:07:45,561,64780,0.5,1.61,2.5,0.0,0.0,2.5,4973.0,4003.27
1591,1755,1,LHR,PVG,1035,787,?,?,0,0,?,?,0,0,LHR,PVG,2019-03-10 21:02:54,2019-03-11 14:17:54,2019-03-11 10:09:54,787,94954,0.43,1.22,2.0,0.0,0.0,2.0,5738.0,3010.15
1592,4101,1,DXB,SYD,1045,1082,?,?,0,0,?,?,0,0,DXB,SYD,2019-02-03 18:52:04,2019-02-04 12:17:04,2019-02-04 12:54:04,1082,15418,0.49,3.12,2.5,0.0,0.0,2.5,7479.0,11433.9
1593,4454,1,FRA,AMS,240,278,?,?,0,0,?,?,0,0,FRA,AMS,2019-03-30 09:59:24,2019-03-30 13:59:24,2019-03-30 14:37:24,278,33901,0.35,0.27,5.0,0.0,0.0,5.0,227.0,21.45
1594,10464,1,FRA,ORD,930,822,?,?,0,0,?,?,0,0,FRA,ORD,2019-01-14 05:29:33,2019-01-14 20:59:33,2019-01-14 19:11:33,822,84166,0.77,1.55,6.0,0.0,0.0,6.0,4328.0,5165.47
1595,4519,1,FRA,CDG,285,197,?,?,0,0,?,?,0,0,FRA,CDG,2019-03-01 22:09:54,2019-03-02 02:54:54,2019-03-02 01:26:54,197,44354,0.49,2.21,4.0,0.0,0.0,4.0,278.0,301.05
1596,4255,1,FRA,CDG,280,160,?,?,0,0,?,?,0,0,FRA,CDG,2019-03-24 10:47:32,2019-03-24 15:27:32,2019-03-24 13:27:32,160,9734,0.33,2.85,4.0,0.0,0.0,4.0,278.0,261.46
1597,2736,1,BKK,AMS,695,759,?,?,0,0,?,?,0,0,BKK,AMS,2019-01-10 19:42:06,2019-01-11 07:17:06,2019-01-11 08:21:06,759,78769,0.74,1.4,4.0,0.0,0.0,4.0,5717.0,5922.81
1598,10883,1,FRA,CDG,295,238,?,?,0,0,?,?,0,0,FRA,CDG,2019-02-28 11:03:51,2019-02-28 15:58:51,2019-02-28 15:01:51,238,39213,0.59,3.73,4.0,0.0,0.0,4.0,278.0,611.79
1599,401,1,ORD,PVG,2354,2779,?,?,0,0,?,?,0,0,ORD,PVG,2019-02-12 15:22:15,2019-02-14 06:36:15,2019-02-14 13:41:15,2779,63858,0.45,0.24,5.0,0.0,0.0,5.0,7038.0,760.1
1600,12274,1,DXB,AMS,765,760,?,?,0,0,?,?,0,0,DXB,AMS,2019-01-09 20:37:21,2019-01-10 09:22:21,2019-01-10 09:17:21,760,77622,0.44,1.22,4.0,0.0,0.0,4.0,3209.0,1722.59
1601,10778,1,FRA,CDG,290,156,?,?,0,0,?,?,0,0,FRA,CDG,2019-02-13 08:18:10,2019-02-13 13:08:10,2019-02-13 10:54:10,156,85025,0.66,3.01,4.0,0.0,0.0,4.0,278.0,552.27
1602,11368,1,LHR,TLV,780,551,?,?,0,0,?,?,0,0,LHR,TLV,2019-03-08 16:10:26,2019-03-09 05:10:26,2019-03-09 01:21:26,551,39764,0.48,0.38,2.5,0.0,0.0,2.5,2228.0,406.39
1603,2624,1,ORD,AMS,720,787,?,?,0,0,?,?,0,0,ORD,AMS,2019-02-13 00:26:24,2019-02-13 12:26:24,2019-02-13 13:33:24,787,53383,0.38,4.35,7.0,0.0,0.0,7.0,4106.0,6787.22
1604,14383,1,LHR,ORD,960,698,?,?,0,0,?,?,0,0,LHR,ORD,2019-01-11 01:16:42,2019-01-11 17:16:42,2019-01-11 12:54:42,698,41778,0.55,0.22,5.0,0.0,0.0,5.0,3939.0,476.62
1605,1140,1,DOH,PVG,905,514,?,?,0,0,?,?,0,0,DOH,PVG,2019-01-02 01:36:09,2019-01-02 16:41:09,2019-01-02 10:10:09,514,28340,0.69,4.92,2.0,0.0,0.0,2.0,4220.0,14326.06
1606,10909,1,FRA,AMS,245,260,?,?,0,0,?,?,0,0,FRA,AMS,2019-01-04 20:28:08,2019-01-05 00:33:08,2019-01-05 00:48:08,260,28411,0.53,1.29,5.0,0.0,0.0,5.0,227.0,155.2
1607,3506,1,PVG,VIE,1425,1130,?,?,0,0,?,?,0,0,PVG,VIE,2019-02-11 06:04:59,2019-02-12 05:49:59,2019-02-12 00:54:59,1130,17735,0.38,1.5,2.0,0.0,0.0,2.0,5276.0,3007.32
1608,10916,1,FRA,CDG,290,201,?,?,0,0,?,?,0,0,FRA,CDG,2019-01-09 15:49:27,2019-01-09 20:39:27,2019-01-09 19:10:27,201,47639,0.77,4.93,4.0,0.0,0.0,4.0,278.0,1055.32
1609,1452,1,FRA,PVG,1220,818,?,?,0,0,?,?,0,0,FRA,PVG,2019-02-21 19:58:10,2019-02-22 16:18:10,2019-02-22 09:36:10,818,97330,0.51,2.59,3.0,0.0,0.0,3.0,5501.0,7266.27
1610,1450,1,FRA,PVG,1210,1009,?,?,0,0,?,?,0,0,FRA,PVG,2019-02-25 19:25:25,2019-02-26 15:35:25,2019-02-26 12:14:25,1009,82020,0.53,4.17,3.0,0.0,0.0,3.0,5501.0,12157.76
1611,233,2,HKG,FRA,855,618,FRA,AMS,600,547,?,?,0,0,HKG,AMS,2019-03-07 16:39:18,2019-03-08 16:54:18,2019-03-08 12:04:18,1165,8806,0.66,2.02,3.0,5.0,0.0,8.0,5759.0,7677.9
1612,2061,1,ORD,AMS,890,855,?,?,0,0,?,?,0,0,ORD,AMS,2019-02-03 23:42:48,2019-02-04 14:32:48,2019-02-04 13:57:48,855,32205,0.42,3.18,7.0,0.0,0.0,7.0,4106.0,5483.97
1613,4579,1,FRA,CDG,280,131,?,?,0,0,?,?,0,0,FRA,CDG,2019-01-08 15:26:41,2019-01-08 20:06:41,2019-01-08 17:37:41,131,23296,0.74,2.07,4.0,0.0,0.0,4.0,278.0,425.84
1614,4424,1,FRA,CDG,285,223,?,?,0,0,?,?,0,0,FRA,CDG,2019-01-18 16:15:44,2019-01-18 21:00:44,2019-01-18 19:58:44,223,75920,0.41,0.41,4.0,0.0,0.0,4.0,278.0,46.73
1615,7266,1,ARN,AMS,650,1068,?,?,0,0,?,?,0,0,ARN,AMS,2019-03-15 17:30:42,2019-03-16 04:20:42,2019-03-16 11:18:42,1068,84321,0.42,3.31,4.5,0.0,0.0,4.5,715.0,993.99
1616,1481,1,FRA,PVG,1210,1045,?,?,0,0,?,?,0,0,FRA,PVG,2019-02-13 16:19:18,2019-02-14 12:29:18,2019-02-14 09:44:18,1045,46974,0.49,1.32,3.0,0.0,0.0,3.0,5501.0,3558.05
1617,9252,1,AMS,TLV,805,697,?,?,0,0,?,?,0,0,AMS,TLV,2019-01-20 16:30:06,2019-01-21 05:55:06,2019-01-21 04:07:06,697,79641,0.34,2.27,4.5,0.0,0.0,4.5,2057.0,1587.59
1618,8843,1,FRA,PVG,1220,1043,?,?,0,0,?,?,0,0,FRA,PVG,2019-01-19 15:48:13,2019-01-20 12:08:13,2019-01-20 09:11:13,1043,9809,0.4,4.93,3.0,0.0,0.0,3.0,5501.0,10847.97
1619,8881,1,FRA,PVG,1220,1008,?,?,0,0,?,?,0,0,FRA,PVG,2019-03-13 21:10:28,2019-03-14 17:30:28,2019-03-14 13:58:28,1008,35392,0.7,1.1,3.0,0.0,0.0,3.0,5501.0,4235.77
1620,13785,1,LHR,PVG,1405,1117,?,?,0,0,?,?,0,0,LHR,PVG,2019-03-07 17:22:05,2019-03-08 16:47:05,2019-03-08 11:59:05,1117,13758,0.4,0.75,2.0,0.0,0.0,2.0,5738.0,1721.4
1621,13132,1,PVG,FCO,1240,850,?,?,0,0,?,?,0,0,PVG,FCO,2019-03-05 13:22:43,2019-03-06 10:02:43,2019-03-06 03:32:43,850,35817,0.7,1.46,2.5,0.0,0.0,2.5,5693.0,5818.25
1622,8095,1,MAD,PVG,1240,1000,?,?,0,0,?,?,0,0,MAD,PVG,2019-01-31 14:14:20,2019-02-01 10:54:20,2019-02-01 06:54:20,1000,1207,0.36,4.71,2.5,0.0,0.0,2.5,6376.0,10811.15
1623,12238,1,DXB,AMS,765,791,?,?,0,0,?,?,0,0,DXB,AMS,2019-03-01 13:47:49,2019-03-02 02:32:49,2019-03-02 02:58:49,791,67156,0.64,2.04,4.0,0.0,0.0,4.0,3209.0,4189.67
1624,6198,1,PVG,VIE,1465,1112,?,?,0,0,?,?,0,0,PVG,VIE,2019-01-11 11:19:09,2019-01-12 11:44:09,2019-01-12 05:51:09,1112,53637,0.79,4.56,2.0,0.0,0.0,2.0,5276.0,19006.26
1625,9250,1,FRA,PVG,1220,935,?,?,0,0,?,?,0,0,FRA,PVG,2019-02-24 12:16:08,2019-02-25 08:36:08,2019-02-25 03:51:08,935,59012,0.33,4.29,3.0,0.0,0.0,3.0,5501.0,7787.77
1626,1187,1,AMS,PVG,1200,863,?,?,0,0,?,?,0,0,AMS,PVG,2019-03-02 17:06:14,2019-03-03 13:06:14,2019-03-03 07:29:14,863,6838,0.34,0.3,4.0,0.0,0.0,4.0,5533.0,564.37
1627,8995,1,LHR,PVG,1045,845,?,?,0,0,?,?,0,0,LHR,PVG,2019-03-17 17:20:49,2019-03-18 10:45:49,2019-03-18 07:25:49,845,62065,0.4,0.24,2.0,0.0,0.0,2.0,5738.0,550.85
1628,595,1,LHR,DEL,1275,1011,?,?,0,0,?,?,0,0,LHR,DEL,2019-01-07 04:07:11,2019-01-08 01:22:11,2019-01-07 20:58:11,1011,79192,0.51,0.17,2.5,0.0,0.0,2.5,4180.0,362.41
1629,13742,1,LHR,TLV,785,561,?,?,0,0,?,?,0,0,LHR,TLV,2019-01-13 13:01:06,2019-01-14 02:06:06,2019-01-13 22:22:06,561,5948,0.38,1.8,2.5,0.0,0.0,2.5,2228.0,1523.95
